"Ссылка-href","Польз","Наименование","Адрес","Район","цена","Общая площадь","Этаж","Жилая площадь","Количество комнат","Площадь кухни","Высота потолков","Этажей в доме","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_33_m_510_et._3415242480","-","1-к. квартира, 33 м², 5/10 эт.","Омская область, Омск, микрорайон Порт-Артур, 4-я Марьяновская ул., 6","р-н Ленинский","3 400 000","33","","24","1","9","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_515_et._2255578350","Апартаменты RENT-сервис","1-к. квартира, 40 м², 5/15 эт.","Омская область, Омск, ул. Красный Путь, 103к4","р-н Советский","2 775","40","","","1","","3060","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_35_m_29_et._830656094","Елена","1-к. квартира, 35 м², 2/9 эт.","Омская область, Омск, Заозёрная ул., 9А","р-н Советский","1 290","35","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_59_m_37_et._3320270651","ООО ""ГЮЦН ""Эталон""","2-к. квартира, 59 м², 3/7 эт.","Омская область, Омск, ул. Маяковского, 16","р-н Центральный","6 500 000","59","","41.7","2","12.2","","7","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_385_m_316_et._2307832763","","1-к. квартира, 38,5 м², 3/16 эт.","б-р Архитекторов, д. 1Г","р-н Кировский","4 300 000","38.5","","17-May","1","6.2","пред"," другое","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_31_m_55_et._2267151428","-","1-к. квартира, 31 м², 5/5 эт.","Омская область, Омск, 21-я Амурская ул., 24","р-н Центральный","2 999 000","31","","17-Mar","1","7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_795_m_716_et._3357199621","АН Твой Город Возможностей","4-к. квартира, 79,5 м², 7/16 эт.","Омская область, Омск, 3-я Молодёжная ул., 47","р-н Октябрьский","5 400 000","79.5","","52.4","4","8.6","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/svob._planirovka_576_m_19_et._3037340625","-","Своб. планировка, 57,6 м², 1/9 эт.","Омская область, Омск, пр-т Комарова, 11/3","р-н Кировский","6 300 000","57.6","1","","свободная планировка"," 57.6","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_63_m_99_et._2929564427","","3-к. квартира, 63 м², 9/9 эт.","Омская область, Омск, Взлётная ул., 5А","р-н Кировский","5 700 000","63","","38","3","12","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_697_m_55_et._3275642867","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 69,7 м², 5/5 эт.","Омская область, Омск, микрорайон Московка, Батумская ул., 1/3","р-н Ленинский","4 550 000","69.7","","40.1","3","10.5","250","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_63_m_29_et._3577748734","АН ""МОЙ ДОМ""","3-к. квартира, 63 м², 2/9 эт.","Омская область, Омск, 6-й микрорайон, Зелёный б-р, 6","р-н Кировский","6 149 000","63","2","","3","9","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_443_m_29_et._3746077657","Агентство недвижимости ЛЕТО","1-к. квартира, 44,3 м², 2/9 эт.","Омская область, Омск, ул. Дмитриева, 20","р-н Кировский","5 500 000","44.3","","16-Jun","1","13.3","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_418_m_35_et._3517171154","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","1-к. квартира, 41,8 м², 3/5 эт.","ул. Завертяева, д. 18, корп. 10","р-н Центральный","5 020 000","41.8","","14-Feb","1","9","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_119_m_39_et._3571123601","-","3-к. квартира, 119 м², 3/9 эт.","Омская область, Омск, ул. 5-й Армии, 2","р-н Советский","16 490 000","119","","85","3","16","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_524_m_55_et._3400874330","Этажи Омск","2-к. квартира, 52,4 м², 5/5 эт.","Омская область, Омск, Мельничная ул., 89к6","р-н Кировский","4 200 000","52.4","5","","2","7.9","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_82_m_217_et._3371585767","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 82 м², 2/17 эт.","ул. Крупской, блок-секция C2","р-н Кировский","10 900 000","82","","41.8","3","21.9","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_627_m_810_et._3389600394","-","3-к. квартира, 62,7 м², 8/10 эт.","","","5 500 000","62.7","","45","3","9","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_621_m_310_et._3503713374","РИЭЛТКОНСАЛТ","2-к. квартира, 62,1 м², 3/10 эт.","Омская область, Омск, ул. 12 Декабря, 117","р-н Кировский","6 600 000","62.1","","38","2","11","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_462_m_25_et._3188947653","","2-к. квартира, 46,2 м², 2/5 эт.","ул. Завертяева, д. 18, корп. 10","р-н Центральный","4 020 000","46.2","2","","2","8.1","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_455_m_45_et._3304341240","Квартсервис","2-к. квартира, 45,5 м², 4/5 эт.","Омская область, Омск, посёлок Амурский, ул. Багратиона, 11Б","р-н Центральный","4 200 000","45.5","","30","2","6.7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_39_m_19_et._3243003905","Самолет плюс Омск-Центр Агентство недвижимости","1-к. квартира, 39 м², 1/9 эт.","Омская область, Омск, ул. Малиновского, 16к1","р-н Советский","3 315 000","39","","16","1","10.2","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_1329_m_1010_et._3453338039","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","4-к. квартира, 132,9 м², 10/10 эт.","ул. Звездова, д. 54","р-н Центральный","17 300 000","132.9","","96","4","20",""," Сдан 1 кв. 2023","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_46_m_15_et._3516872686","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","2-к. квартира, 46 м², 1/5 эт.","ул. Завертяева, д. 18, корп. 10","р-н Центральный","5 508 000","46","","26","2","8.1","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_70_m_55_et._3417408999","-","3-к. квартира, 70 м², 5/5 эт.","Омская область, Омск, 2-я Кировская ул., 96","р-н Кировский","6 450 000","70","","40.3","3","10.7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_71_m_214_et._3343911301","-","3-к. квартира, 71 м², 2/14 эт.","Омская область, Омск, Волгоградская ул., 44","р-н Кировский","8 000 000","71","","46","3","10","3","14","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_105_m_310_et._3401162397","Этажи Омск","3-к. квартира, 105 м², 3/10 эт.","Омская область, Омск, ул. 10 лет Октября, 43/1","р-н Центральный","10 900 000","105","3","","3","10","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_746_m_45_et._2005525866","-","3-к. квартира, 74,6 м², 4/5 эт.","Омская область, Омский р-н, с. Троицкое, микрорайон Ясная Поляна, Яснополянский пр-т, 15","","5 750 000","74.6","4","","3","12","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_41_m_59_et._3430955979","","2-к. квартира, 41 м², 5/9 эт.","Омская область, Омск, 21-я Амурская ул., 14Г","р-н Центральный","4 050 000","41","","25-Apr","2","7","7","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._apartamenty_607_m_614_et._3665658568","-","2-к. апартаменты, 60,7 м², 6/14 эт.","Омская область, Омск, ул. Маршала Жукова, 156","р-н Центральный","7 950 000","60.7","6","","2","16","","14","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_449_m_15_et._3339013674","Самолет плюс Омск-Центр Агентство недвижимости","2-к. квартира, 44,9 м², 1/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. Мамина-Сибиряка, 24","р-н Советский","3 700 000","44.9","","20","2","8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_371_m_49_et._3508141154","","1-к. квартира, 37,1 м², 4/9 эт.","Омская область, Омск, 3-я Железнодорожная ул., 15","р-н Октябрьский","3 100 000","37.1","4","","1","9.2","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_607_m_55_et._3504439447","РИЭЛТКОНСАЛТ","2-к. квартира, 60,7 м², 5/5 эт.","Омская область, Омск, ул. Серова, 13","р-н Ленинский","6 100 000","60.7","","30","2","10","3","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_31_m_15_et._3139963722","-","1-к. квартира, 31 м², 1/5 эт.","Омская область, Омск, пр-т Мира, 98А","р-н Советский","3 000 000","31","","18","1","6",""," газ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_38_m_69_et._1235377029","Александр","1-к. квартира, 38 м², 6/9 эт.","Омская область, Омск, ул. Перелёта, 21","р-н Кировский","1 900","38","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_415_m_15_et._3217376461","АН Жилфонд Омск","2-к. квартира, 41,5 м², 1/5 эт.","Омская область, Омск, посёлок Чкаловский, Космический пр-т, 69","р-н Октябрьский","3 100 000","41.5","1","","2","6.8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_55_m_35_et._3005823145","Агентство Недвижимости Чердак","3-к. квартира, 55 м², 3/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. XIX Партсъезда, 35","р-н Советский","25 000","55","3","","3","8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_51_m_45_et._3421557593","-","2-к. квартира, 51 м², 4/5 эт.","Омская область, Омск, ул. Авиагородок, 10А","р-н Кировский","5 000 000","51","","27","2","10.7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_63_m_910_et._3358851811","-","3-к. квартира, 63 м², 9/10 эт.","Омская область, Омск, микрорайон Порт-Артур, 22-я Марьяновская ул., 8","р-н Ленинский","5 999 000","63","","38","3","9","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_49_m_45_et._3019029416","Самолет плюс Омск-Центр Агентство недвижимости","2-к. квартира, 49 м², 4/5 эт.","Омская область, Омск, пр-т Мира, 173/3","р-н Советский","3 800 000","49","","27-Mar","2","7.3","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_50_m_25_et._2323203922","Andrey","2-к. квартира, 50 м², 2/5 эт.","Омская область, Омск, ул. Гагарина, 2","р-н Центральный","2 300","50","","микроволновка,","2","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_501_m_55_et._3745941792","Агентство недвижимости ЛЕТО","3-к. квартира, 50,1 м², 5/5 эт.","Омская область, Омск, посёлок Кордный, 3-я Кордная ул., 24А","р-н Октябрьский","4 500 000","50.1","","34.7","3","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_452_m_25_et._3347876569","Хороший человек!!!","2-к. квартира, 45,2 м², 2/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. Энтузиастов, 29","р-н Советский","3 750 000","45.2","","30","2","7","2500","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_26_m_89_et._2247863148","Наталья","1-к. квартира, 26 м², 8/9 эт.","Омская область, Омск, пр-т Мира, 9/2","р-н Советский","1 750","26","кондиционер,","холодильник,","1","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_69_m_55_et._3238102220","агентство недвижимости Семёрочка","3-к. квартира, 69 м², 5/5 эт.","Омская область, Омск, пр-т Мира, 163к2","р-н Советский","4 800 000","69","","34","3","21","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_42_m_117_et._2654105679","-","1-к. квартира, 42 м², 1/17 эт.","ул. Перелёта, д. 28","р-н Кировский","6 500 000","42","","25","1","10","","17","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_669_m_510_et._3666292340","Город Солнца","3-к. квартира, 66,9 м², 5/10 эт.","Омская область, Омск, ул. Ватутина, 24/1","р-н Кировский","6 800 000","66.9","","38.9","3","10","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_31_m_114_et._3270926171","-","1-к. квартира, 31 м², 1/14 эт.","Омская область, Омск, ул. Котельникова","р-н Ленинский","3 549 000","31","","17","1","6.5","","14","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_815_m_79_et._3571305561","","3-к. квартира, 81,5 м², 7/9 эт.","Омская область, Омск, ул. Дмитриева, 20","р-н Кировский","7 995 000","81.5","","47.4","3","12.4","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_134_m_26_et._3421821777","-","3-к. квартира, 134 м², 2/6 эт.","Омская область, Омск, микрорайон Старгород, ул. Тютчева, 4","р-н Центральный","80 000","134","","100","3","22",""," открытая во дворе","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_177_m_55_et._3511690102","Частное лицо","Квартира-студия, 17,7 м², 5/5 эт.","Омская область, Омск, 33-я Северная ул., 29","р-н Центральный","1 695 000","17.7","5","",""," 17.7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_38_m_512_et._3449632940","Посмотреть подробности","1-к. квартира, 38 м², 5/12 эт.","ул. Волгоградская, стр. 1","р-н Кировский","4 950 750","38","","14","1","13.2","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_41_m_25_et._2596109956","Анна","2-к. квартира, 41 м², 2/5 эт.","Омск, проспект Карла Маркса, 10Б","р-н Центральный","2 300","41","","","2","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_30_m_15_et._2313680114","Светлана","1-к. квартира, 30 м², 1/5 эт.","Омск, улица Косарева, 34","р-н Центральный","2 000","30","","","1","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_356_m_25_et._3428759553","","1-к. квартира, 35,6 м², 2/5 эт.","Омская область, Омск, пр-т Мира, 173/1","р-н Советский","2 500 000","35.6","","18-Aug","1","8.6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_482_m_15_et._3401672474","Этажи Омск","2-к. квартира, 48,2 м², 1/5 эт.","Омская область, Омск, Краснознамённая ул., 21","р-н Центральный","3 300 000","48.2","1","","2","5.8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_624_m_1516_et._3539957033","-","3-к. квартира, 62,4 м², 15/16 эт.","Омская область, Омск, 3-я Енисейская ул., 28","р-н Кировский","7 100 000","62.4","","37.6","3","9.9","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_44_m_45_et._2984755754","Этажи Омск","2-к. квартира, 44 м², 4/5 эт.","Омская область, Омский р-н, Ключевское сельское поселение, пос. Ключи, Берёзовая ул., 5","","2 790 000","44","4","","2","6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_222_m_38_et._3370799878","Самолет плюс Омск-Центр Агентство недвижимости","Квартира-студия, 22,2 м², 3/8 эт.","ул. Дианова, стр. 34","р-н Кировский","2 887 840","22.2","3","",""," 12.6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_751_m_35_et._2531864742","-","4-к. квартира, 75,1 м², 3/5 эт.","Омская область, Омск, ул. Попова, 3","р-н Советский","5 100 000","75.1","","53.5","4","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_447_m_110_et._3275698230","Самолет плюс Омск-Центр Агентство недвижимости","1-к. квартира, 44,7 м², 1/10 эт.","Омская область, Омск, Фрезерная ул., 40","р-н Ленинский","4 300 000","44.7","","18-Jul","1","12.1","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_571_m_218_et._3347150890","-","2-к. квартира, 57,1 м², 2/18 эт.","Омская область, Омск, ул. Б.Г. Шаронова, 19","р-н Кировский","7 400 000","57.1","","32","2","11.5","","18","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_30_m_45_et._3373585710","","1-к. квартира, 30 м², 4/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. Андрианова, 8","р-н Советский","2 100","30","","","1","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_489_m_55_et._2501546551","АН ""Омск риэлт""","3-к. квартира, 48,9 м², 5/5 эт.","Омская область, Омск, микрорайон Заозёрный, пр-т Менделеева, 28","р-н Советский","4 400 000","48.9","","35.4","3","5.8","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_54_m_15_et._2320945425","","3-к. квартира, 54 м², 1/5 эт.","Омская область, Омск, пр-т Мира, 25","р-н Советский","3 000","54","","","3","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_27_m_45_et._3350399724","-","1-к. квартира, 27 м², 4/5 эт.","Омская область, Омск, Осоавиахимовская ул., 290","р-н Центральный","3 300 000","27","4","","1","5","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_686_m_910_et._2590090585","-","2-к. квартира, 68,6 м², 9/10 эт.","Омская область, Омск, ул. Степанца, 2/1","р-н Кировский","8 490 000","68.6","","37.1","2","12.6","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_678_m_1317_et._3447551895","Квартсервис","2-к. квартира, 67,8 м², 13/17 эт.","ул. Крупской, блок-секция C2","р-н Кировский","9 200 000","67.8","","23-Feb","2","21.6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_1035_m_15_et._3539679066","-","4-к. квартира, 103,5 м², 1/5 эт.","Омская область, Омск, ул. Нефтебаза, 3","р-н Кировский","8 750 000","103.5","1","","4","7.6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_527_m_210_et._3347981098","-","2-к. квартира, 52,7 м², 2/10 эт.","Омская область, Омск, ул. Малиновского, 14к2","р-н Советский","6 050 000","52.7","2","","2","8","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_43_m_46_et._1690918027","Ян","Квартира-студия, 43 м², 4/6 эт.","Омская область, Омск, ул. Красный Путь, 105к4","р-н Советский","2 500","43","","","","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_59_m_214_et._3243365278","Самолет плюс Омск-Центр Агентство недвижимости","2-к. квартира, 59 м², 2/14 эт.","Омская область, Омск, пр-т Комарова, 11","р-н Кировский","7 990 000","59","","30","2","15","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_38_m_214_et._2464626569","Владимир","1-к. квартира, 38 м², 2/14 эт.","Омская область, Омск, Волгоградская ул., 34","р-н Кировский","1 500","38","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_227_m_68_et._3371512125","Самолет плюс Омск-Центр Агентство недвижимости","Квартира-студия, 22,7 м², 6/8 эт.","Омская область, Омск, ул. Дианова, 32","р-н Кировский","2 943 820","22.7","6","",""," 15","евро","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_150_m_28_et._3422210999","Альфа Риелт","3-к. квартира, 150 м², 2/8 эт.","Омская область, Омск, пр-т Карла Маркса, 61/1","р-н Ленинский","80 000","150","2","","3","25","","8","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_126_m_18_et._3298575485","Агентство недвижимости ЛЕТО","4-к. квартира, 126 м², 1/8 эт.","Омская область, Омск, микрорайон Старгород, ул. Шукшина, 8","р-н Центральный","15 296 000","126","1","","4","15","","8","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_816_m_917_et._3447091494","Квартсервис","3-к. квартира, 81,6 м², 9/17 эт.","ул. Крупской, блок-секция C4","р-н Кировский","10 930 000","81.6","","37.5","3","21.8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_573_m_117_et._3602775245","НСБ - недвижимость","2-к. квартира, 57,3 м², 1/17 эт.","Омская область, Омск, ул. Красный Путь, 137/1","р-н Советский","8 500 000","57.3","","28","2","8.3","","17","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_38_m_45_et._2460360346","Алексей Апартаменты","1-к. квартира, 38 м², 4/5 эт.","Омская область, Омск, пр-т Карла Маркса, 52","р-н Ленинский","1 300","38","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_32_m_44_et._2570843097","Самолет плюс Омск-Центр Агентство недвижимости","1-к. квартира, 32 м², 4/4 эт.","Омская область, Омск, 5-я Северная ул., 209А","р-н Центральный","3 150 000","32","","18-Feb","1","5.6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_596_m_45_et._2857115827","","3-к. квартира, 59,6 м², 4/5 эт.","Омская область, Омск, Осоавиахимовская ул., 189","р-н Центральный","4 500 000","59.6","","48","3","6","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_75_m_810_et._1854375501","Агентство Недвижимости Чердак","3-к. квартира, 75 м², 8/10 эт.","Омская область, Омск, Заозёрная ул., 21","р-н Советский","25 000","75","8","","3","12","холодильник,","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_111_m_410_et._3405214629","-","3-к. квартира, 111 м², 4/10 эт.","Омская область, Омск, Октябрьская ул., 159","р-н Центральный","13 150 000","111","","70","3","18","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_1139_m_99_et._3275555196","Самолет плюс Омск-Центр Агентство недвижимости","3-к. квартира, 113,9 м², 9/9 эт.","Омская область, Омск, ул. Перелёта, 25","р-н Кировский","14 000 000","113.9","","61.4","3","26.6","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_72_m_910_et._3306617528","-","2-к. квартира, 72 м², 9/10 эт.","Омская область, Омск, ул. Степанца, 2/1","р-н Кировский","7 990 000","72","9","","2","13","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_35_m_59_et._3296326096","Ирина","1-к. квартира, 35 м², 5/9 эт.","Омская область, Омск, ул. Калинина, 4","р-н Ленинский","3 650 000","35","","16","1","7","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_96_m_1010_et._3454523488","Агентство Недвижимости Чердак","3-к. квартира, 96 м², 10/10 эт.","Омская область, Омск, Пригородная ул., 21","р-н Советский","30 000","96","10","","3","15","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_65_m_89_et._923641488","","2-к. квартира, 65 м², 8/9 эт.","Омская область, Омск, Звёздная ул., 8","р-н Кировский","2 700","65","","","2","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_54_m_28_et._3326962850","«АРКАДА-СТИЛЬ» АГЕНТСТВО НЕДВИЖИМОСТИ","2-к. квартира, 54 м², 2/8 эт.","ул. Дианова, стр. 34","р-н Кировский","5 085 000","54","","33","2","9","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_606_m_59_et._2377045882","Елена - отдел продаж Новостроек","2-к. квартира, 60,6 м², 5/9 эт.","Омская область, Омск, ул. Малиновского, 16к2","р-н Советский","4 920 000","60.6","","41","2","10","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_54_m_89_et._3401658283","Этажи Омск","2-к. квартира, 54 м², 8/9 эт.","Омская область, Омск, Мельничная ул., 87/4","р-н Кировский","5 250 000","54","8","","2","9","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_604_m_55_et._2800335149","","3-к. квартира, 60,4 м², 5/5 эт.","Омская область, Омск, ул. Чапаева, 81","р-н Центральный","5 800 000","60.4","","45.5","3","14.1","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_49_m_316_et._1856909810","","1-к. квартира, 49 м², 3/16 эт.","Омская область, Омск, ул. Ватутина, 16","р-н Кировский","6 350 000","49","","19","1","13","275","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_682_m_59_et._3507749037","","3-к. квартира, 68,2 м², 5/9 эт.","Омская область, Омск, 27-я Северная ул., 44/2","р-н Центральный","7 050 000","68.2","5","","3","20","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/dolya_v_3-k._kvartire_81_m_810_et._3396507799","-","Доля в 3-к. квартире, 81 м², 8/10 эт.","Омская область, Омск, пр-т Комарова, 21","р-н Кировский","4 500 000","81","","60","3","20","","10","","","","","","","","","","","","","","","","","",""
